img_name,farid_r_1,farid_r_2,farid_r_3,farid_r_4,farid_r_5,farid_r_6,farid_r_7,farid_r_8,farid_r_9,farid_r_10,farid_r_11,farid_r_12,farid_r_13,farid_r_14,farid_r_15,farid_r_16,farid_r_17,farid_r_18,farid_r_19,farid_r_20,farid_r_21,farid_r_22,farid_r_23,farid_r_24,farid_r_25,farid_r_26,farid_r_27,farid_r_28,farid_r_29,farid_r_30,farid_r_31,farid_r_32,farid_r_33,farid_r_34,farid_r_35,farid_r_36,farid_g_1,farid_g_2,farid_g_3,farid_g_4,farid_g_5,farid_g_6,farid_g_7,farid_g_8,farid_g_9,farid_g_10,farid_g_11,farid_g_12,farid_g_13,farid_g_14,farid_g_15,farid_g_16,farid_g_17,farid_g_18,farid_g_19,farid_g_20,farid_g_21,farid_g_22,farid_g_23,farid_g_24,farid_g_25,farid_g_26,farid_g_27,farid_g_28,farid_g_29,farid_g_30,farid_g_31,farid_g_32,farid_g_33,farid_g_34,farid_g_35,farid_g_36,farid_b_1,farid_b_2,farid_b_3,farid_b_4,farid_b_5,farid_b_6,farid_b_7,farid_b_8,farid_b_9,farid_b_10,farid_b_11,farid_b_12,farid_b_13,farid_b_14,farid_b_15,farid_b_16,farid_b_17,farid_b_18,farid_b_19,farid_b_20,farid_b_21,farid_b_22,farid_b_23,farid_b_24,farid_b_25,farid_b_26,farid_b_27,farid_b_28,farid_b_29,farid_b_30,farid_b_31,farid_b_32,farid_b_33,farid_b_34,farid_b_35,farid_b_36,class
C:\Users\User\steganalysis-ml/images/stego-reduced\099849.jpg,-0.4959271143606145,142.97199379560166,-5.173402926704506,105.57262472012924,-16.24585886323205,17866.87903409468,-0.08955890710039595,0.8608243167066925,0.025909913931997576,17.413688009853715,1.5369114340789927,167.65821148636275,-0.2043508342353399,55.39634922950219,-6.620498812675213,204.11441164013954,-29.17800172333937,48973.359124485716,0.64856688333162,0.544172996581163,0.03777623976768802,64.55642478154672,-0.9984056072911198,216.99110820420088,0.035618068971338505,13.693447244231372,3.749995674993284,381.56397354958796,-0.04411552070174128,5083.965453724363,-0.469659515330182,0.3819152768545684,-1.998635325725558e-05,3.0508116707854387,-0.804086324158319,232.8070656037914,-0.5086450327075472,156.48789676595678,-4.589369442175853,92.4640943690214,-4.470052159936718,3490.9142863996326,0.03329800948233964,0.5357958477430107,0.007185827648192896,3.4619647123612847,0.5900654444739899,138.2502847937491,-0.19561736827706236,53.63660147983344,-5.956574984193128,166.40534088168303,-4.517865564728348,2132.801981663269,0.9710783731289313,1.5310944398713557,0.005481001938666487,2.740147732164865,-2.606269155358098,268.5730670467045,-0.10427289407488842,6.124810110898965,2.7894108217205433,216.69741502948443,-0.044378216917138634,18724.513999930412,1.0473361108775026,0.4510073621821924,5.851060869734692e-05,10.671705828565145,1.6477094007789634,233.46534234834607,-0.5006666139757451,160.29905213435455,-4.771803911400376,106.55590942447462,20.431140845670093,33660.48538231825,0.19604911690023494,0.44397196449716647,-0.03169615780009045,31.833136534300333,-1.5891220507100963,138.47336544773196,-0.1987724248713906,60.37123306894181,-7.525140838578965,300.56668230003584,33.86263869488656,50083.04065093826,-0.042653050684912645,0.36664663522695173,-0.0432004462793382,63.87966493136278,-1.518880090002238,216.155567323548,0.01405839050355926,13.764588008948843,3.6978332634686155,383.657296179334,-0.04472721206705945,5408.6789789728155,-0.47228395262980916,0.4010134973820674,-7.888579222492001e-06,3.066421314417556,-0.7893741922142887,234.072873556646,1
C:\Users\User\steganalysis-ml/images/stego-reduced\099850.jpg,-0.29145422290923323,165.40828896365545,-0.6509006313405278,26.581393098682113,-23.746579735874562,27306.30558359479,0.0885413894746383,-0.8253712836457261,0.015227144497697954,20.122657093846446,0.2012682563930426,43.34152073047316,-0.13992755344910696,26.999677831415347,-0.04429102309238939,23.46051772948651,-42.747233120986486,74999.24756882318,0.662074921894371,-0.8747341670579964,0.025866969562316124,31.463341359115482,-0.03220572676753394,25.015991968761067,-0.04077714275266556,14.956382523407362,-0.2538092768459476,28.708991674685088,-0.06470883182639245,7845.722348211453,-0.3511488293988012,-1.1281855661661468,2.2881262331546554e-05,3.332247235462346,0.060701064164056295,16.442254852612333,-0.23016460020343912,217.17370579981713,-0.6418959359000016,25.337187074444962,-4.364176359771263,2448.224690667949,0.11101262615396278,-0.7361409722634411,0.0032516254783285835,4.797811156365071,0.08368527301531456,38.778247540155355,-0.10147002725914935,29.18833611104525,-0.12631433392445823,30.55953581110387,-4.419153614845091,1498.5244797955622,0.8818023710662225,0.0027679730471099617,0.0028430881215834873,1.4906233186707554,-0.08559061083971282,50.647034631831914,-0.04398869550392667,6.693166014259778,-0.2115511468293134,16.105084050924127,-0.043451188277183354,13212.645834090441,0.8275657740247921,-0.8239812020760873,2.4683359683951166e-05,11.644693705008896,-0.16285304726447034,17.68506276872989,-0.028362643544381866,248.26102339645698,0.20196228420647824,38.627937617009266,7.198518407001328,4619.756648387124,0.45119597950297435,6.332500462352742,-0.0017955797337307546,49.2258821704911,0.06546425788362271,50.55842284025556,-0.04157168791517281,34.58563256842863,0.36708143155870937,74.00517535991514,11.722998984068921,6653.497448361769,0.17200110357903545,6.292752024802994,-0.009035033263204527,36.57443205637955,0.0743868027944569,52.51697883621081,0.003955654745007387,14.958483731528306,-0.24479753306813903,30.73070301688965,-0.015340338568605717,703.3304673647461,-0.6961454570968951,6.483713124736816,-2.2196350161791202e-06,3.332348392692462,0.05144920195622245,17.67839285065109,1
C:\Users\User\steganalysis-ml/images/stego-reduced\099851.jpg,-0.22720664998556303,2388.3461638073923,-0.4799723087536016,6.258613878984189,-16.485954823538243,19792.141898282433,-0.08618110276526415,0.5313944783331386,0.011870503901552662,290.41332275978283,0.14329350131482677,11.50252028455136,-0.1303471454867384,473.71870099063796,0.07393582842050084,10.159432933874939,-30.00136346312454,56081.6049922324,0.623337366859449,0.22626782657315658,0.02409593794596409,551.6661230197128,0.0051498036762002205,10.944939994069614,-0.0051779736134546445,294.2687269278243,0.3802758532094785,26.360515993081535,-0.04567178415195867,5921.741812911633,-0.45221232216974744,0.06764980125802111,2.905514329779362e-06,65.55510574396614,-0.08073993682947007,14.99956170414325,-0.11580607545310886,2257.979760685172,-0.32636170024376193,5.31098189678452,-3.813568040912457,2540.6656728513653,0.048825690908184026,-0.044105253852624315,0.0016360377971058014,49.87162739799682,0.04201965902314462,9.245769371220055,-0.13519523598630812,479.38403578595177,0.10720798718261469,7.985558817241619,-3.888738509594961,1602.2118880782,0.9180468395683026,0.8456174312362372,0.003788034554732915,24.474150600506633,0.03588283551279175,14.56168323270569,-0.03914498936052471,139.78300414225683,0.38253711733731316,13.576330338878467,-0.03837621905953289,14356.324875789009,0.9735435400735042,-0.06531042413493093,2.1965412730278367e-05,243.12525042369907,0.23116508268976288,14.936608597492256,-0.15496033620404337,2331.3455044960374,-0.1941083895333775,6.562733926265253,14.945016931362396,18081.893109364588,0.17033839260439712,0.14973263321725616,-0.009810215284928855,462.2688303465111,-0.06568835537946185,9.30679769839638,-0.1289730354840099,540.6556338967447,0.19746874263387995,16.608150345782605,24.870557998189952,27711.13961193678,-0.05287201049821215,0.15316150873050294,-0.028030511246794586,571.7348085160742,0.04006518753497173,11.135933987997259,0.009704598615808633,311.5902551197749,0.47632078260733207,26.142263172646498,-0.03292055729949795,3055.638514069846,-0.45932151835679724,0.2592926427932367,-5.445537665491091e-06,69.41388794268815,-0.10172120694847646,14.86667550257166,1
C:\Users\User\steganalysis-ml/images/stego-reduced\099852.jpg,-0.17833582919206584,99.59237616287622,0.3996303946341548,66.12823257682686,-15.367972595286957,12686.086157159418,0.0252833180598602,-0.15669868770482598,0.009317227978783009,12.1135582827685,-0.10983453051452106,105.07488687519493,-0.07390966629352691,31.714167886735257,0.8923788204044836,96.4831605136669,-27.65625461267329,34881.371106319464,0.6602363881841945,-0.302718587736698,0.013662920856191129,36.937422905848074,0.11862310420993141,102.35659312745561,-0.029552884798953367,18.012441219183152,1.718951926532638,253.86584379639123,-0.04185827772012423,3643.5001730816302,-0.395442943732316,-0.5263085731507564,1.6582998809906404e-05,4.012878458225767,-0.3613857939456143,154.43051571300845,-0.14667609762632414,114.83655109020361,0.49788070203349943,60.52328202684755,-3.789847416219639,2050.4268607746785,0.07800499018657056,0.008267051166275241,0.002072150694251032,2.5368319548001677,-0.06236587268946044,90.49031029624594,-0.06709138515073527,30.118664617103075,0.9107415598892138,80.68685321943106,-3.8397081368445964,1258.3451357283943,0.9324816775336575,0.9179592339553944,0.0018798331422093814,1.5378266133025094,0.371692113943637,130.71206349307303,-0.047574103904452165,8.02895348251303,1.23028389722978,142.5856549039987,-0.03776475733897164,11099.417304905648,0.9365800057985942,-0.06747155265183169,2.6695238512140872e-05,13.968580785164777,0.7317152238115395,154.40725236941446,-0.1638555724472496,199.26850814034424,0.21136284901738164,69.16717447699301,15.781524877156594,17798.952949588383,0.16007953639219535,0.5491271800313893,-0.01037335411576653,39.51660133941043,0.06304524477413809,89.81812484033215,-0.05916716411689615,40.26114440429319,1.0866012128380778,141.3294515040701,26.21661212910704,26623.138313953023,-0.08140830874572152,0.4999245510041517,-0.012859167445316238,42.577810599688775,0.21986034117345435,101.03282705647764,-0.02334915793265276,17.730118717738396,1.65242400536048,247.7997112575312,-0.03466972697291633,2892.223031742843,-0.4594901675347823,0.5157405643917663,1.3101903954337626e-05,3.9499115421367863,-0.3481377146927185,150.7242218611425,1
C:\Users\User\steganalysis-ml/images/stego-reduced\099853.jpg,-0.23287137748625364,865.7512245052724,0.20307950513823128,11.688932132952297,-11.577261400299793,7909.909318535723,-0.07370887469306527,1.6059542316723103,0.012166459895369113,105.27610120251676,-0.056340832844088515,19.975568703933536,-0.1545589316795081,187.69846727491569,0.16868455841398827,19.64012481126646,-20.857891540744134,22095.953289399484,0.683635215899589,1.2926682990622211,0.028571722171874012,218.60245775088347,0.014021415353372228,20.982788951823736,0.013491106134894983,67.41056158293235,0.6477932485063989,56.432270302496114,-0.03158737764434493,2326.86364777549,-0.4899515455298849,1.1775538931994545,-7.570259164249471e-06,15.017287320998154,-0.13890824341439442,33.43814827402601,-0.25190616168729474,881.2243900051792,0.2015950141867196,10.387520130016316,-3.2815583433590385,1538.3449848965176,0.06227853142316905,0.8157382730274474,0.003558777035071309,19.464732415415785,-0.024965591525411866,16.706250289950468,-0.16098627797252418,175.4385097338864,0.15391447216373702,15.786404119473595,-3.326659465953951,956.6877333208782,0.9934033122228771,2.0174535525619257,0.0045106736147087325,8.95768634648375,0.046035007950559335,27.021725130164867,-0.051178463476898535,30.095688265895745,0.46548870955467947,30.693320420784282,-0.03272874605855696,8513.740068068882,1.0437253295930196,0.8830745265728366,2.871775140409608e-05,52.3495569186683,0.27138924794021213,33.44546307991846,-0.2338255574139117,955.1703653058935,0.20422995644662142,12.696206191207002,15.105636124420242,15210.275622051222,0.15271017532960918,0.7366194151095424,-0.014803007747276152,189.4038416565177,0.06297169464491266,17.18599663080628,-0.1532919893497817,199.6498121716247,0.1691251057776067,31.150381835478953,25.116582518618383,23009.187815958783,-0.08767198498586008,0.7633459846101744,-0.03331590060966891,211.1440618291024,0.03447936543121592,21.61610955183409,-0.00452488386139915,67.36719576599192,0.638959646706487,56.523796980472554,-0.03323080634176692,2524.451997636052,-0.4720947427141175,0.8216830099813457,2.5390463299621113e-06,15.007590606235585,-0.13563547067549617,33.49095302265803,1
C:\Users\User\steganalysis-ml/images/stego-reduced\099854.jpg,-0.17781779040250847,80.36396521383617,-0.1490254067260593,155.39458789925592,-15.499569772593993,13082.042682285986,0.014024416532834144,-0.016678316838768747,0.009290162831380924,9.775488035598759,0.0524352959038101,244.71218953607527,-0.09362705639792257,19.16644033907956,1.0087240193289397,229.43150284119938,-27.929324913186953,36107.663880769636,0.6615023443130156,-0.18512146890955572,0.017307872240724696,22.329288601338504,0.12777704450678734,243.04345399033016,-0.03258977015115312,7.835392718464613,0.28265343897386475,748.9142548793695,-0.042300122200169064,3776.502594467764,-0.4041992054921766,-0.40786308171505636,1.828708511227415e-05,1.7457498195273253,-0.0527522594832871,457.8382982067114,-0.16337636746749182,87.50802054489928,-0.25288466582173247,148.20248904560833,-4.016764382482373,2164.116505895888,0.09367634025969654,-0.2769177106669565,0.0023080819489379135,1.9333480811168755,0.034083330244511004,219.59946808140555,-0.0978935377629365,17.939385564674122,0.9031957702797856,193.19434306736716,-4.072140819161986,1330.648435028003,0.9163057178596058,0.5768545152428346,0.002742878482556963,0.9163126704639628,0.3501273724571854,310.27185288944753,-0.04817990092485525,3.5068241078316404,-0.0955426159479405,433.4351517932507,-0.040063718459376736,11755.070652096541,0.8945073001547157,-0.353709045634615,2.7035169159749255e-05,6.103406558232491,-0.10710133394441249,468.7927058883211,-0.163340596066251,112.36960838179108,0.9091950380272601,174.25209565345602,19.7171194883248,24119.750631642335,0.07244319626869825,-0.383998746117872,-0.01034075203649898,22.28606918495487,0.2905102038912197,224.88743149881196,-0.08852819641799071,21.511222655646282,1.4384624036252789,361.68546499537047,32.77112724410069,36027.528247630966,-0.16590474523994989,-0.3936532548644651,-0.01924038304627315,22.755027535693742,0.2911284068770399,259.7219965881832,-0.035407958565354045,7.768512126243644,0.026974477937660796,762.842217309778,-0.04334897751970478,3928.8025906189405,-0.4022678782216937,-0.4209969596670531,1.9868454086460724e-05,1.7308933255720724,0.0023247230964928414,466.35777355065443,1
C:\Users\User\steganalysis-ml/images/stego-reduced\099855.jpg,-0.35258879314530767,985.0747037891674,0.044643488108011685,15.239845635746793,-19.76020464630394,23289.34268838853,0.00023970417041607698,-0.2251485639562696,0.01842114500143841,119.79338269825683,-0.008268872500698986,25.535678535741045,-0.12592064225515215,158.8030279917619,0.14016492564346678,29.433641848003752,-35.365279071280945,64131.290616514525,0.6374688516427659,-0.3590806766609882,0.02327765575967132,184.94454843487276,0.011061052976959031,31.364124372337955,-0.008217127688683169,44.49844166492042,-0.33540703223334634,92.66141712996343,-0.05337158643450252,6684.087385516063,-0.4036655884299084,-0.5416789124784627,4.61087367982078e-06,9.913062253708539,0.07216438163185433,55.64731572207761,-0.35424878767509643,999.1339635377187,0.058013415009426604,14.716659965509528,-5.281419143048805,4152.7449269536155,0.08383551038969655,-0.5524727891568997,0.005004611407024459,22.070324213185078,-0.00631761111412576,23.085608157699028,-0.11703251282473365,149.1511449236901,0.1322769023155175,24.744400203060845,-5.3132670324762055,2545.9513807573358,0.8875413427709611,0.2473284652671146,0.00327913331688855,7.615065005742526,0.04100219831792563,41.35056051682345,-0.07657289253728204,19.931066416805773,-0.28643387710143403,51.219018227822666,-0.05206452552322295,22420.30493335725,0.8839511073789648,-0.5819862829431264,4.2967317554793154e-05,34.676017665310894,-0.20956757800269923,55.67596504570615,-0.33204146824043634,1088.922365886367,-0.0005153621711879201,16.77216521904705,21.96257567378637,34840.324900384316,0.09907934900709506,-0.5389604016075675,-0.021020851959648507,215.9352711712818,-0.005812645443187916,22.435551689323358,-0.11529518052051847,166.546580011172,0.08852890892058997,46.912416446970894,36.373916844835,52432.477151427294,-0.12467820211944178,-0.5560105003725822,-0.025057818032686995,176.12863488577355,0.018139367600332683,32.984979014566925,-0.011533346154232,44.18364632863903,-0.36943352068235025,93.38535692824311,-0.04802556144369147,5708.090461350022,-0.40439964520870664,-0.5420292452514022,6.471702063976975e-06,9.842948972409589,0.07972535246959533,56.09152259387131,1
C:\Users\User\steganalysis-ml/images/stego-reduced\099856.jpg,-0.21065474252259908,29.390948302826377,-0.14195334137500737,36.18029410579347,-17.325030752115854,17480.632131709976,-0.006695472205222935,0.0017823925385935802,0.011005742759527398,3.579020658309603,0.058493904081388534,58.1820122438991,-0.09373948794215788,3.448263233665884,-0.2626619835330385,91.92674121011231,-30.808877562576807,47190.11623470759,0.6506290215313244,-0.1473666893595733,0.01732865630548459,4.0254457021556505,-0.08658166512615195,97.19089236110669,-0.03240197792843251,0.9278790354252369,0.7358020754927312,275.97049645904815,-0.046338115953340996,4869.342685657837,-0.4154398412176288,-0.33450362537706413,1.8181709335016456e-05,0.20694019648395315,-0.13500205148597752,167.58373278705005,-0.22703816691805356,25.900740806628836,-0.28866056990474714,33.979883425218325,-5.01553820190218,3515.6543517414157,0.09136343596131263,-0.4963640015402673,0.003207457130467668,0.5731902337407982,0.041227439702499216,51.34561683426124,-0.10321336372509514,3.0946153868452067,-0.2852457787457613,84.67951291360154,-5.030102879483886,2121.835015370438,0.9000297756458691,0.3244109435956348,0.002891934656192137,0.1585199719529595,-0.21946551211940477,136.40767695057016,-0.05843124188424657,0.39126058021385485,0.34120212310514975,174.75435347773234,-0.04920897184658053,18546.11546775977,0.882751246503958,-0.5381521508363645,3.2787500144896625e-05,0.6864522320202168,0.03671354128408017,186.00911364567168,-0.24001163734028497,37.068387806228344,0.253645943939277,41.14657205536442,25.472304446096814,41012.24725658345,0.05868495627828466,-0.7039765268207208,-0.01519463554916468,7.361190376649561,0.061239517980700146,53.5904040627944,-0.10806701433113829,3.9330295791914875,-0.45477771242549997,140.00669276086762,42.0292149115429,60577.20347113059,-0.17292857517064408,-0.6934456073181208,-0.023486875758553714,4.170792339278105,-0.08996408891580526,99.61974386502304,-0.04168350350212791,0.9081480489005772,0.8011327593328246,288.4292859625043,-0.05538366105956063,6561.037977559619,-0.3885772557658366,-0.708947451989173,2.3389848188119654e-05,0.20269785154682474,-0.14230254781436774,174.9042488452107,1
C:\Users\User\steganalysis-ml/images/stego-reduced\099857.jpg,-0.34840683263238137,209.50021231608514,-1.9014141233402242,68.05495114680062,-23.001530857271856,25712.157342247072,0.0903377519797182,-0.880686521207124,0.01820265677238359,25.48827661216288,0.5696415018017161,108.35564654072854,-0.11809387118792218,28.908299808917203,0.11856877546343166,113.01510311967651,-41.36765652148378,70609.58673839757,0.6595273014549123,-0.9207514201458071,0.02183080098391844,33.67956987956051,-0.003548376466387176,119.84049015044899,-0.027364593222272592,9.444281866010728,1.3553432399748104,339.6085320954807,-0.06259020204440136,7384.207675746851,-0.3489433835245777,-1.1712333044513537,1.5355083604379294e-05,2.1040969437036754,-0.28276151667434424,206.97802422653368,-0.31344754111168993,170.43665469814857,-1.0020466302838846,56.00322481812509,-5.513558104550695,3661.0024088786063,0.1288482787491722,-1.0157456439000305,0.004428196212177507,3.7665345846522276,0.13053635995071555,83.95187409883172,-0.11138845427386886,24.836747950676997,-0.9385576392668372,95.06530068861491,-5.583057632674959,2240.948991652628,0.8628043344605442,-0.32426653677343165,0.0031209924721788095,1.2685747226840238,-0.4409573088464698,153.8055382396075,-0.06909274222725853,4.209911435568583,0.7907588867044307,194.80801967203675,-0.054895540715254605,19780.95888682987,0.7801767683291987,-1.0893661826884595,3.876998370623953e-05,7.330541923407728,0.4271365221319195,210.5172789540368,-0.3319675895740838,219.32629426644039,-1.1983766564167746,64.38126888765662,17.249150807718802,21853.009157203505,0.12067401225910296,-0.2560996035749885,-0.02101617485556084,43.50989550921795,-0.40670764030699197,83.74748541565481,-0.08015280322349431,28.425673179295693,-2.1761335218545104,171.02054916009084,28.687602470097165,32675.82417886279,-0.1111763092527632,-0.29706274968832824,-0.017420106798190546,30.065307834469355,-0.439291428776542,122.52325219170973,-0.006633154671778119,9.460645161569479,0.4751322286730267,343.98138699059854,-0.03796017285938237,3544.5102508087384,-0.41807922073033343,-0.2936202995677428,3.7220595138622595e-06,2.10758522755198,-0.0997493464634135,209.71697691064446,1
C:\Users\User\steganalysis-ml/images/stego-reduced\099858.jpg,-0.14378724920969416,91.49873955204708,0.004154078595725079,17.99633993873207,-11.129853635671155,6449.032356162015,0.024682649874322404,0.0794735165059639,0.007512223356339495,11.128102475129449,0.005292500041538514,29.84558089492085,-0.07334756574530488,37.78922131166198,-0.1056994233291734,21.49611460462174,-19.99118588849086,17684.464188604357,0.6715007083199538,-0.0836036004068248,0.013559011101368538,44.01174817855963,-0.026928306902653,22.962525714092227,-0.013448853657522577,38.36905310229918,0.034378815920011116,38.746549832958586,-0.030226916262721656,1847.7984944745276,-0.4040944719264078,-0.30253081032441065,7.546550047973502e-06,8.547625796147784,-0.005938085256194018,22.59285814896679,-0.15863363249520143,98.55947562431386,0.045551354431627916,19.197104990118607,-3.521610422456609,1608.97871362698,0.10052457512325312,-0.33531401586175,0.002241079473929892,2.177404887973818,-0.004250513725855907,29.675476526978827,-0.08701479324505183,35.4553427660461,-0.07542002142320423,18.138800311532076,-3.560278594584723,983.2646594703652,0.9141481134914764,0.5202252113056121,0.0024380670012557233,1.8104259011761614,-0.05676786746958705,30.798286393301723,-0.047734730232900716,17.111905576453413,-0.02159163416791931,20.706645453497625,-0.03497708687370905,8670.967949116535,0.8833010810525747,-0.3926679413270038,2.6785370701658628e-05,29.766456431412813,-0.03488281693635523,22.65546423488415,-0.1936464157639882,115.05842428247723,0.19166690857124336,23.745799749845617,19.419285371146565,22676.98189579087,0.05725164425704304,-0.4890549941154654,-0.012259350194608049,22.821315154881297,0.05293470648529623,31.375709940445446,-0.09300546150970793,40.90579956290168,-0.12481225912610854,35.299333632461256,32.1955247412456,33683.253496079684,-0.18107841846770945,-0.483975598750773,-0.02021345489061088,43.2647051078188,-0.024816472920098982,24.612620823089205,-0.027521552932057342,38.39328041935714,-0.0010882585686874348,38.869947362014805,-0.04253201386126301,3668.9277026671934,-0.3947550868475554,-0.5099216003776443,1.5443158345585614e-05,8.553151428704309,0.0030515606756040957,22.66798711373772,1
